text,target
បេសកជនពិសេសចិនបានបញ្ចប់ទស្សនកិច្ចការទូត,Neutral
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
កម្ពុជា​គាំទ្រ​ដំណោះស្រាយ​ដោយ​សន្តិភាព,Positive
ជនរងគ្រោះត្រូវមកកាន់ស្នងការដ្ឋាននគរបាលរាជធានីភ្នំពេញ,Neutral
ទូរទឹកកកនេះត្រជាក់ល្អ ប្រើថាមពលតិច,Positive
TAFTAC បានកត់សម្គាល់ពីការខិតខំរបស់ក្រសួងការងារ,Positive
លោកបានបំពេញការងារនៅព្រឹទ្ធសភា,Neutral
ទូរស័ព្ទនេះថតរូបមិនច្បាស់ អត់មានមុខងារទំនើបៗ,Negative
សេវាកម្មម្ហូបដល់ផ្ទះរហ័សទាន់ចិត្ត ម្ហូបក៏នៅក្តៅ,Positive
លោកទទួលបានលិខិតថ្លែងអំណរគុណ,Positive
ផលិតផលនេះគុណភាពទាប។,Negative
ការគាំទ្រទីផ្សារកសិកម្មមានសារៈសំខាន់,Positive
លោកបានចូលរួមមហាសន្និបាតអង់គ្លេស,Neutral
ពាក្យ Startup មានន័យថាធុរកិច្ចថ្មី,Neutral
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
លោកគីមជុងអ៊ុនត្រួតពិនិត្យការដ្ឋានសាងសង់នាវាមុជទឹក,Neutral
បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative
អំពើឧក្រិដ្ឋកម្មបង្កការភ័យខ្លាច,Negative
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
ថ្នាក់ដឹកនាំនិងកីឡាករធ្វើដំណើរទៅថៃ,Neutral
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
បុគ្គលិកធនាគារនេះនិយាយស្តីមិនសមរម្យ គ្មានវិជ្ជាជីវៈ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
កំពុងប្រមូលផលជាបន្តបន្ទាប់,Neutral
កណ្ដុរខ្វៃត្រូវបានលក់លើទីផ្សារ,Neutral
ឆ្នាំ២០២៤ឥណ្ឌូណេស៊ីនាំចូលសម្លៀកបំពាក់៣៨០០តោន,Neutral
ការធ្វើស្ករត្នោតត្រូវការបច្ចេកទេស,Neutral
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
លោកពូទីនប្តេជ្ញា​ថា​នឹង​មិន​ធ្វើ​សង្គ្រាម​ទៀត,Neutral
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ស្ពៃនៅសល់ជាង១០តោន,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive
ឧបករណ៍ភ្លេងថ្មីនេះមានគុណភាពល្អ សំឡេងពិរោះ,Positive
ឱកាសការងារស្ថិតក្នុងវិស័យកសិកម្ម,Neutral
ជនអនាថាស្នាក់នៅក្រោមស្ពានអាកាស,Neutral
សម្ដេចចូលរួមការលំបាកជាមួយប្រជាជន,Positive
ស្មាតហ្វូននេះថ្មបានរយៈពេលខ្លីណាស់ មិនសមនឹងតម្លៃ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
លោកបានចូលរួមវេទិកាពិភាក្សាអន្តរជាតិ,Neutral
មានការគាំទ្រពីមន្ទីរកសិកម្ម,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
មានគំនិតកែច្នៃនិងវិចខ្ចប់ដូង,Positive
ការដឹកជញ្ជូនយឺត។,Negative
ការប្រកួតបាល់ទាត់នេះគួរឱ្យរំភើប ក្រុមទាំងពីរលេងល្អ,Positive
អតីតពលករជាង៣០ម៉ឺននាក់ទទួលបានការងារ,Positive
verify ក្លាយជាឧត្តមានុវត្តន៍ក្នុងតំបន់,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative
ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ទីផ្សារនិយមផ្កាមានសម្រស់,Neutral
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
ទូរស័ព្ទនេះលេងហ្គេមរអិល ប្រព័ន្ធដំណើរការយឺត,Negative
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
កសិករប្រើជីកំប៉ុស្តិ៍និងជីលាមកសត្វ,Neutral
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ម៉ូតូថ្មីនេះបើកស្រួល សន្សំប្រេង តម្លៃសមរម្យ,Positive
ស្រុកសង្កែមានការដាំក្រូចពោធិ៍សាត់,Neutral
សម្ដេចហ៊ុនសែនប្រកាសថាកម្ពុជាកំណត់បន្ទាត់ក្រហមដែលត្រូវឆ្លើយតបទៅថៃរួចហើយ,Negative
ការសម្តែងរបាំប្រពៃណីនេះធ្វើឱ្យយើងនឹកឃើញដល់អតីតកាល,Positive
ផ្កាម្លិះមិនសូវស្អាតលក់ពិបាក,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
ប្រជានេសាទសប្បាយក្នុងការបង់សំណាញ់ចាប់ត្រី,Positive
អាជ្ញាធរអនុវត្តច្បាប់តាមតួនាទី,Positive
ការបួងសួងនេះពាក់ព័ន្ធនឹងព្រំដែនកម្ពុជាថៃ,Neutral
កសិករចាប់ផ្តើមប្រមូលផលម្រះនៅដើមឆ្នាំ២០២៥,Neutral
តម្លៃជ្រូករស់ឡើងថ្លៃបន្តិចនៅពេលចុងក្រោយ,Neutral
ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive
មុខរបរនេះជួយផ្គត់ផ្គង់ជីវិតគ្រួសារ,Positive
ស្វាយចន្ទីកែច្នៃកម្ពុជា១២តោនត្រូវបាននាំចេញ,Positive
មានកសិករជិត២០០គ្រួសារចូលរួមដាំស្លឹកខ្ទឹម,Neutral
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
អ្នកនេសាទទាំងលើគោកនិងលើទូករកត្រីបានច្រើន,Positive
ការនេសាទជួយបង្កើនជីវភាពប្រជាពលរដ្ឋ,Positive
ប្រជាពលរដ្ឋខ្មែរនិយមប្រើខ្ទឹមជាគ្រឿងទេស,Positive
ភូមិជាច្រើនក្លាយជាភូមិគ្មានមនុស្សរស់នៅ,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
សប្បុរសជនជាច្រើនបានចូលរួមបរិច្ចាគ,Positive
